id,name,data_version,day_ago_created ,price,list_price,original_price,discount,discount_rate,rating_average,review_count,favourite_count,all_time_quantity_sold,inventory_status,inventory_type,has_ebook ,url_path,authors,seller_name;spid;price,breadcrumbs,number_of_page
151377798,Nguyên Lý Marketing ( Principles Of Marketing),3300,546,695000,999000,999000,304000,30,5.0,1,0,20.0,available,backorder,False,nguyen-ly-marketing-principles-of-marketing-p151377798.html?spid=169330282,nhieu tac gia | nhieu tac gia,Alpha Books Official;169330282;695000 | Sống Official;169338903;699000 | Gooda Official;169767780;719280 | Bamboo Books;177853629;849150 | HỆ THỐNG NHÀ SÁCH ABC;192801184;879000 | info book;194857752;879000 | Đồ chơi giáo dục thông minh;197214199;999000 | nha sach nguyet linh;207270326;999000 | Omega Plus Books;209869020;695000 | ETS Books;209870718;699000 | Minhhabooks;212573842;799000 | Nhà Sách Đinh Lễ;241981475;949050 | Times Books;243223725;694500 | VBooks;249671340;695000 | Tiệm Sách Hoa Hồng;251534941;695000 | Nhà Sách Trẻ Online;251535006;694200 | MHbooks;252106409;799000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Nguyên Lý Marketing ( Principles Of Marketing),1080
215613211,Sách - Thấu Hiểu Khách Hàng Cho Chiến Lược Kinh Doanh Và Thực Thi Hiệu Quả,3300,152,188300,269000,269000,80700,30,5.0,1,0,17.0,available,backorder,False,sach-thau-hieu-khach-hang-cho-chien-luoc-kinh-doanh-va-thuc-thi-hieu-qua-p215613211.html?spid=215613212,Đặng Thúy Hà,Đồ chơi giáo dục thông minh;215613212;188300 | Minhhabooks;216406160;214000 | Nhà Sách Vĩnh Thụy;217865513;237000 | HỆ THỐNG NHÀ SÁCH ABC;247944746;237000 | FishingBook;263318078;228650,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Sách - Thấu Hiểu Khách Hàng Cho Chiến Lược Kinh Doanh Và Thực Thi Hiệu Quả,220
108956903,Thấy Trước Doanh Thu,3300,720,178500,238000,238000,59500,25,4.6,11,0,136.0,available,backorder,False,thay-truoc-doanh-thu-p108956903.html?spid=108956904,Aaron Ross |  Marylou Tyler,Nhà sách Fahasa;108956904;178500 | Times Books;205894180;190000 | Nhà Sách Trẻ Online;207011295;189500,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Thấy Trước Doanh Thu,
1085392,Marketing Căn Bản,3300,2045,199000,199000,199000,0,0,4.7,3,0,16.0,available,backorder,False,marketing-can-ban-p1085392.html?spid=83491948,Don Sexton,HaAnBooks;83491948;199000 | GOLD BOOKS;8923669;178620 | AHABOOKS;11508556;172500 | Phương Đông Books;12505027;167500 | nha sach nguyet linh;44849359;189000 | Sống Official;50762234;160300 | Alpha Books Official;70775425;160000 | ETS Books;71085620;160300 | Omega Plus Books;73775646;159800 | Nhà Sách Vĩnh Thụy;76042250;190000 | Nhà Sách Đinh Lễ;84440290;159000 | Nhà Sách Lifebooks;88942920;199000 | info book;113914518;202000 | Trạm đọc;125169363;160000 | Đồ chơi giáo dục thông minh;186620058;160300 | Bamboo Books;186778788;183200 | HỆ THỐNG NHÀ SÁCH ABC;192104906;202000 | Hiệu Sách Tự Do;214789335;217550,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Marketing Căn Bản,530
68823452,Marketing Du Kích Trên Internet - Cẩm Nang Tác Chiến Dành Riêng Cho Thị Trường Việt Nam,3300,991,119000,135000,135000,16000,12,0.0,0,0,,available,backorder,False,marketing-du-kich-tren-internet-cam-nang-tac-chien-danh-rieng-cho-thi-truong-viet-nam-p68823452.html?spid=173651743,Jay Levinson | Mitch Meyerson,Nhà Sách Vĩnh Thụy;173651743;119000 | The King of Books;70193157;135000 | Bookstores;90660274;87750 | trungthanh2018;144694141;135000 | Sách Doanh Nhân;178096120;83700 | NVP;188077779;85050 | MCB Chumsachhoitu;188666158;101250 | info book;196578860;119000 | Bamboo Books;197463254;121500 | HỆ THỐNG NHÀ SÁCH ABC;203078436;119000 | Hiệu Sách Tự Do;212583083;135000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Marketing Du Kích Trên Internet - Cẩm Nang Tác Chiến Dành Riêng Cho Thị Trường Việt Nam,324
208505781,Cưa đổ CRM,3300,164,199000,199000,199000,0,0,4.0,1,0,22.0,available,backorder,False,cua-do-crm-p208505781.html?spid=208505782,,Opla store;208505782;199000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Cưa đổ CRM,214
248497324,Lập Kế Hoạch Kinh Doanh Cho Người Mới Bắt Đầu (*** Sách Bản Quyền ***),3300,90,83000,119000,119000,36000,30,0.0,0,0,1.0,available,backorder,False,lap-ke-hoach-kinh-doanh-cho-nguoi-moi-bat-dau-sach-ban-quyen-p248497324.html?spid=262036740,,Alpha Books Official;262036740;83000 | Bamboo Books;252091838;127200 | FishingBook;260791636;101150 | Sống Official;262802589;83000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Lập Kế Hoạch Kinh Doanh Cho Người Mới Bắt Đầu (*** Sách Bản Quyền ***),
182743126,Marketing thương hiệu (xây dựng thương hiệu trong thị trường bán lẻ hiện đại),3300,392,99000,99000,99000,0,0,0.0,0,0,2.0,available,backorder,False,marketing-thuong-hieu-xay-dung-thuong-hieu-trong-thi-truong-ban-le-hien-dai-p182743126.html?spid=182743127,,Minhhabooks;182743127;99000 | MHbooks;186843051;109000 | Tiệm sách Minh Hằng;189463330;99000,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Marketing thương hiệu (xây dựng thương hiệu trong thị trường bán lẻ hiện đại),
247661736,Combo 2Q: 45 Giây Tạo Nên Thay Đổi - Thấu Hiểu Tiếp Thị Mạng Lưới + Nghệ Thuật Bán Hàng Của Người Do Thái (Chiến Lược Marketing Hiệu Qủa) ,3300,97,142500,142500,142500,0,0,0.0,0,0,2.0,available,backorder,False,combo-2q-45-giay-tao-nen-thay-doi-thau-hieu-tiep-thi-mang-luoi-nghe-thuat-ban-hang-cua-nguoi-do-thai-chien-luoc-marketing-hieu-qua-p247661736.html?spid=247661737,,Phương Đông Books;247661737;142500,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Combo 2Q: 45 Giây Tạo Nên Thay Đổi - Thấu Hiểu Tiếp Thị Mạng Lưới + Nghệ Thuật Bán Hàng Của Người Do Thái (Chiến Lược Marketing Hiệu Qủa) ,
44858832,Nghệ Thuật Bán Hàng Bậc Cao,3300,1283,160000,160000,160000,0,0,5.0,9,0,95.0,available,backorder,False,nghe-thuat-ban-hang-bac-cao-p44858832.html?spid=54137842,Zig Ziglar,trungthanh2018;54137842;160000 | AHABOOKS;46207657;170500 | Nhà Sách Vĩnh Thụy;67439388;190000 | info book;70877350;163000 | Times Books;84575148;164040 | Tazano Official Store;90178212;198000 | NhatPhatbooks;95126081;198000 | Nhà Sách Trẻ Online;112695217;163740 | VBooks;158699269;164340 | Bamboo Books;197498176;168300 | Nhà Sách Dalifa;217525640;178200 | nha sach nguyet linh;247680707;188100,Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách Marketing - Bán hàng  | Nghệ Thuật Bán Hàng Bậc Cao,
