id,name,data_version,day_ago_created ,price,list_price,original_price,discount,discount_rate,rating_average,review_count,favourite_count,all_time_quantity_sold,inventory_status,inventory_type,has_ebook ,url_path,authors,seller_name;spid;price,breadcrumbs,number_of_page
252854088,EQ Ứng Dụng Trí Tuệ Cảm Xúc Trong Công Việc - Bản Quyền,3300,56,111200,139000,139000,27800,20,0.0,0,0,,available,backorder,False,eq-ung-dung-tri-tue-cam-xuc-trong-cong-viec-ban-quyen-p252854088.html?spid=252854089,,Gooda Official;252854089;111200,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | EQ Ứng Dụng Trí Tuệ Cảm Xúc Trong Công Việc - Bản Quyền",
212992444,The Little Book - Quản Trị Rủi Ro Trong Đầu Tư Chứng Khoán - Bản Quyền,3300,175,151200,189000,189000,37800,20,0.0,0,0,1.0,available,backorder,False,the-little-book-quan-tri-rui-ro-trong-dau-tu-chung-khoan-ban-quyen-p212992444.html?spid=212992445,,Gooda Official;212992445;151200,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | The Little Book - Quản Trị Rủi Ro Trong Đầu Tư Chứng Khoán - Bản Quyền",
203433625,Vỡ lòng về tiền tệ Money for Beginners,3300,232,135000,150000,150000,15000,10,0.0,0,0,,available,backorder,False,vo-long-ve-tien-te-money-for-beginners-p203433625.html?spid=262067273,Eddie Reynolds |  Matthew Oldham |  Lara Bryan,Bamboo Books;262067273;135000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Vỡ lòng về tiền tệ Money for Beginners",130
193441030,Combo Chiến Tranh Tiền Tệ (Bộ 4 Cuốn)_BV,3300,319,569900,695000,695000,125100,18,0.0,0,0,4.0,available,backorder,False,combo-chien-tranh-tien-te-bo-4-cuon-_bv-p193441030.html?spid=193441031,,NewShop Official;193441031;569900 | Times Books;218753376;472300,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Combo Chiến Tranh Tiền Tệ (Bộ 4 Cuốn)_BV",
1892763,Hiện Thực Hóa Sự Nghiệp (Bìa Mềm),3300,1895,48000,60000,60000,12000,20,0.0,0,0,2.0,available,backorder,False,hien-thuc-hoa-su-nghiep-bia-mem-p1892763.html?spid=20448347,Kenneth Leow,Nhà sách Fahasa;20448347;48000 | Tiki Trading;1892789;41900 | Minh Long Book;51295910;48000 | Times Books;80867082;62700 | Nhân Văn;147337342;39000 | Zing Books;172919432;60000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Hiện Thực Hóa Sự Nghiệp (Bìa Mềm)",224
195864464,Combo 4 Tập Chiến Tranh Tiền Tệ Song Hong Bing,3300,300,556000,695000,695000,139000,20,0.0,0,0,1.0,available,backorder,False,combo-4-tap-chien-tranh-tien-te-song-hong-bing-p195864464.html?spid=214648234,,Alpha Books Official;214648234;556000 | Times Books;195864465;472300,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Combo 4 Tập Chiến Tranh Tiền Tệ Song Hong Bing",
188695906,BANKER TỰ TRUYỆN,3300,356,160050,160050,160050,0,0,5.0,2,0,,available,backorder,False,banker-tu-truyen-p188695906.html?spid=263328592,Dương Hằng,Nhà Sách Trẻ Online;263328592;160050 | Times Books;247337044;160350 | Tiệm Sách Hoa Hồng;263328593;160650 | VBooks;263328594;160650,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | BANKER TỰ TRUYỆN",247
253618731,Chứng Khoán - Hãy Đầu Tư Như Một Nhà Nông,3300,40,184030,184030,184030,0,0,0.0,0,0,,available,backorder,False,chung-khoan-hay-dau-tu-nhu-mot-nha-nong-p253618731.html?spid=253618732,,VBooks;253618732;184030,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Chứng Khoán - Hãy Đầu Tư Như Một Nhà Nông",
252795423,Sách Tài chính dành cho người sợ số - Thực sự hiểu về tài chính doanh nghiệp trong giai đoạn ...  - Bản Quyền,3300,56,264000,330000,330000,66000,20,0.0,0,0,,available,backorder,False,sach-tai-chinh-danh-cho-nguoi-so-so-thuc-su-hieu-ve-tai-chinh-doanh-nghiep-trong-giai-doan-ban-quyen-p252795423.html?spid=252795427,,Gooda Official;252795427;264000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | Sách Tài chính dành cho người sợ số - Thực sự hiểu về tài chính doanh nghiệp trong giai đoạn ...  - Bản Quyền",
74620055,NGHỆ THUẬT THAY ĐỔI CUỘC CHƠI LẤP ĐẦY KHOẢNG TRỐNG THỊ TRƯỜNG DOANH NGHIỆP,3300,908,96850,149000,149000,52150,35,0.0,0,0,2.0,available,backorder,False,nghe-thuat-thay-doi-cuoc-choi-lap-day-khoang-trong-thi-truong-doanh-nghiep-p74620055.html?spid=74620081,,1980 BOOKS HCM;74620081;96850,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách tài chính, tiền tệ | NGHỆ THUẬT THAY ĐỔI CUỘC CHƠI LẤP ĐẦY KHOẢNG TRỐNG THỊ TRƯỜNG DOANH NGHIỆP",
