id,name,data_version,day_ago_created ,price,list_price,original_price,discount,discount_rate,rating_average,review_count,favourite_count,all_time_quantity_sold,inventory_status,inventory_type,has_ebook ,url_path,authors,seller_name;spid;price,breadcrumbs,number_of_page
196381964,Sách: Tất Cả Chúng Ta Đều Kỳ Lạ,3300,293,66330,66330,66330,0,0,0.0,0,0,,available,backorder,False,sach-tat-ca-chung-ta-deu-ky-la-p196381964.html?spid=196381965,,VBooks;196381965;66330 | MHbooks;199731797;79000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Sách: Tất Cả Chúng Ta Đều Kỳ Lạ",
196376992,Sách: Tất Cả Chúng Ta Đều Kỳ Lạ,3300,293,66030,66030,66030,0,0,0.0,0,0,,available,backorder,False,sach-tat-ca-chung-ta-deu-ky-la-p196376992.html?spid=196376993,,Times Books;196376993;66030,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Sách: Tất Cả Chúng Ta Đều Kỳ Lạ",
176784943,Lãnh Đạo Tập Sự - Hành Trình Không Đơn Độc,3300,421,149000,149000,149000,0,0,0.0,0,0,,available,backorder,False,lanh-dao-tap-su-hanh-trinh-khong-don-doc-p176784943.html?spid=208284090,Dan Cockerell,info book;208284090;149000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Lãnh Đạo Tập Sự - Hành Trình Không Đơn Độc",312
35525423,Combo Doanh Nghiệp Phát Triển Bền Vững ( Chiến Lược Mở Rộng Kinh Doanh Từ Cốt Lõi + Scaling Up: Mở Rộng Doanh Nghiệp + Tạo Lập Mô Hình Kinh Doanh ) tặng kèm bookmark Sáng Tạo,3300,1352,677000,677000,677000,0,0,0.0,0,0,,available,backorder,False,combo-doanh-nghiep-phat-trien-ben-vung-chien-luoc-mo-rong-kinh-doanh-tu-cot-loi-scaling-up-mo-rong-doanh-nghiep-tao-lap-mo-hinh-kinh-doanh-tang-kem-bookmark-sang-tao-p35525423.html?spid=122788335,Nhiều Tác Giả,info book;122788335;677000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Combo Doanh Nghiệp Phát Triển Bền Vững ( Chiến Lược Mở Rộng Kinh Doanh Từ Cốt Lõi + Scaling Up: Mở Rộng Doanh Nghiệp + Tạo Lập Mô Hình Kinh Doanh ) tặng kèm bookmark Sáng Tạo",
42174137,Bộ Sách Cách Mạng Công Nghiệp Lần Thứ Tư (2 Cuốn),3300,1309,248000,248000,248000,0,0,0.0,0,0,,available,backorder,False,bo-sach-cach-mang-cong-nghiep-lan-thu-tu-2-cuon-p42174137.html?spid=53452484,Nhiều Tác Giả,Nhà Sách Vĩnh Thụy;53452484;248000 | info book;59109363;249000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Bộ Sách Cách Mạng Công Nghiệp Lần Thứ Tư (2 Cuốn)",
200994511,Combo 2Q Sách Kĩ Năng Làm Việc/ Lãnh Đạo/ Quản Lí Con Người: Sếp Xịn _ Trở Thành Vị Sếp Khó Tính Thân Tình + Trải Nghiệm Khách Hàng Xuất Sắc,3300,246,404500,404500,404500,0,0,0.0,0,0,,available,backorder,False,combo-2q-sach-ki-nang-lam-viec-lanh-dao-quan-li-con-nguoi-sep-xin-_-tro-thanh-vi-sep-kho-tinh-than-tinh-trai-nghiem-khach-hang-xuat-sac-p200994511.html?spid=200994512,,Phương Đông Books;200994512;404500 | SÁCH ĐẠI NAM;242809816;449000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Combo 2Q Sách Kĩ Năng Làm Việc/ Lãnh Đạo/ Quản Lí Con Người: Sếp Xịn _ Trở Thành Vị Sếp Khó Tính Thân Tình + Trải Nghiệm Khách Hàng Xuất Sắc",
247379611,Sách: Văn Hóa Trong Tổ Chức - Cách Để Tạo Ra Một Nơi Mà Mọi Người Thích Làm Việc,3300,98,110000,110000,110000,0,0,0.0,0,0,,available,backorder,False,sach-van-hoa-trong-to-chuc-cach-de-tao-ra-mot-noi-ma-moi-nguoi-thich-lam-viec-p247379611.html?spid=247379612,nhieu tac gia,Nhà sách Tictak;247379612;110000 | Times Books;262724535;89000 | Tiệm Sách Hoa Hồng;262724536;88000 | VBooks;262724537;88000,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Sách: Văn Hóa Trong Tổ Chức - Cách Để Tạo Ra Một Nơi Mà Mọi Người Thích Làm Việc",328
262746927,Lãnh Đạo Minh Triết,3300,14,184500,225000,225000,40500,18,0.0,0,0,,available,backorder,False,lanh-dao-minh-triet-p262746927.html?spid=262746928,John Mackey | Steve McIntosh | Carter Phipps,NHƯ BOOKS;262746928;184500,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Lãnh Đạo Minh Triết",322
35905724,Bộ Sách Giải Mã Bí Mật Của Sự Thành Công (Gồm 2 Cuốn: 10 Điều Khác Biệt Nhất Giữa Kẻ Giàu Và Người Nghèo + 10 Điều Khác Biệt Nhất Giữa Kẻ Thắng Và Người Thua ) Tặng Sổ Tay Giá Trị (Khổ A6 Dày 200 Trang),3300,1350,130000,130000,0,0,0,0.0,0,0,,upcoming,backorder,False,bo-sach-giai-ma-bi-mat-cua-su-thanh-cong-gom-2-cuon-10-dieu-khac-biet-nhat-giua-ke-giau-va-nguoi-ngheo-10-dieu-khac-biet-nhat-giua-ke-thang-va-nguoi-thua-tang-so-tay-gia-tri-kho-a5-day-200-trang-p35905724.html,Keith Cameron Smith,,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Bộ Sách Giải Mã Bí Mật Của Sự Thành Công (Gồm 2 Cuốn: 10 Điều Khác Biệt Nhất Giữa Kẻ Giàu Và Người Nghèo + 10 Điều Khác Biệt Nhất Giữa Kẻ Thắng Và Người Thua ) Tặng Sổ Tay Giá Trị (Khổ A6 Dày 200 Trang)",
230347058,Combo Người thông minh giải quyết vấn đề như thế nào + Người thông minh không làm việc một mình - FirstNews,3300,114,103950,103950,103950,0,0,0.0,0,0,,available,backorder,False,combo-nguoi-thong-minh-giai-quyet-van-de-nhu-the-nao-nguoi-thong-minh-khong-lam-viec-mot-minh-firstnews-p230347058.html?spid=230347059,,Nhà Sách Trẻ Online;230347059;103950,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Combo Người thông minh giải quyết vấn đề như thế nào + Người thông minh không làm việc một mình - FirstNews",
230347040,Combo Người thông minh giải quyết vấn đề như thế nào + Người thông minh không làm việc một mình - FirstNews,3300,114,103950,103950,103950,0,0,0.0,0,0,,available,backorder,False,combo-nguoi-thong-minh-giai-quyet-van-de-nhu-the-nao-nguoi-thong-minh-khong-lam-viec-mot-minh-firstnews-p230347040.html?spid=230347041,,Nhà Sách Trẻ Online;230347041;103950,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Combo Người thông minh giải quyết vấn đề như thế nào + Người thông minh không làm việc một mình - FirstNews",
65463519,Combo Marketing Du Kích: Marketing Du Kích Trong 30 Ngày + Thế Mới Là Marketing,3300,1019,327000,327000,327000,0,0,0.0,0,0,,available,backorder,False,combo-marketing-du-kich-marketing-du-kich-trong-30-ngay-the-moi-la-marketing-p65463519.html?spid=122958262,,info book;122958262;327000 | Nhà Sách Lifebooks;88942267;338000 | VBooks;161551952;266175,"Nhà Sách Tiki | Sách tiếng Việt | Sách kinh tế | Sách quản trị, lãnh đạo | Combo Marketing Du Kích: Marketing Du Kích Trong 30 Ngày + Thế Mới Là Marketing",
